,xlon,ylat,XCO2,SST,SSS,MLD,Chl,dbscan_clusters
5828,-54.5,117.5,370.18506,4.4496174,33.72018,101.95874,0.20530319,0
5829,-54.5,118.5,370.18506,4.439741,33.719963,101.89627,0.20730941,0
5830,-54.5,119.5,370.18506,4.443171,33.719677,101.83885,0.20737275,0
5831,-54.5,120.5,370.18506,4.475467,33.719643,101.85813,0.20625456,0
5832,-54.5,121.5,370.18506,4.5377336,33.720047,102.05998,0.20444147,0
5833,-54.5,122.5,370.18506,4.605548,33.720707,102.36764,0.20202926,0
5834,-54.5,123.5,370.18506,4.6439843,33.720898,102.4646,0.20037203,0
5835,-54.5,124.5,370.18506,4.655784,33.720478,102.49212,0.20093869,0
5836,-54.5,125.5,370.18506,4.6624017,33.719707,102.39384,0.20328213,0
5837,-54.5,126.5,370.18506,4.673389,33.718758,102.19709,0.20542195,0
5838,-54.5,127.5,370.18506,4.684527,33.71756,101.96162,0.206475,0
5839,-54.5,128.5,370.18506,4.6880684,33.71594,101.559235,0.20694011,0
5840,-54.5,129.5,370.18506,4.6809554,33.71374,100.74195,0.20739506,0
5841,-54.5,130.5,370.18506,4.6619306,33.710926,99.68871,0.20751874,0
5842,-54.5,131.5,370.18506,4.634485,33.707626,98.58078,0.20707086,0
5843,-54.5,132.5,370.18506,4.6042757,33.704113,97.26689,0.20614141,0
5844,-54.5,133.5,370.18506,4.57264,33.70051,95.84881,0.20523198,0
5845,-54.5,134.5,370.18506,4.5389986,33.696804,94.3117,0.20444797,0
5846,-54.5,135.5,370.18506,4.491235,33.69284,92.35272,0.20399123,0
5847,-54.5,136.5,370.18506,4.409501,33.688362,89.90404,0.20466329,0
5848,-54.5,137.5,370.18506,4.2752657,33.683075,86.97793,0.20885445,0
5849,-54.5,138.5,370.18506,4.0784917,33.676777,83.494286,0.21940716,0
5850,-54.5,139.5,370.18506,3.820228,33.6696,79.78464,0.23450576,0
5851,-54.5,140.5,370.18506,3.5345578,33.662468,76.74063,0.23942533,0
5852,-54.5,141.5,370.18506,3.3270836,33.65701,74.88521,0.23730108,0
5853,-54.5,142.5,370.18506,3.2720156,33.653828,73.629265,0.23466219,0
5854,-54.5,143.5,370.18506,3.2809422,33.652496,72.569275,0.23339735,0
5855,-54.5,144.5,370.18506,3.2247272,33.652153,72.2262,0.23245181,0
5856,-54.5,145.5,370.18506,3.1906848,33.651836,73.33793,0.23204713,0
5857,-54.5,146.5,370.18506,3.5053349,33.655323,75.89735,0.23411748,0
5858,-54.5,147.5,370.18506,4.3885646,33.671345,79.23177,0.2372728,0
5859,-54.5,148.5,370.18506,5.4031763,33.701694,83.551544,0.2309154,0
5860,-54.5,149.5,370.18506,5.950188,33.724205,89.40199,0.22151478,0
5861,-54.5,150.5,370.18506,5.944333,33.726727,92.12994,0.22156022,0
5862,-54.5,151.5,370.18506,5.672005,33.71878,91.95766,0.2316219,0
5863,-54.5,152.5,370.18506,5.4164486,33.710842,91.46043,0.2385626,0
5864,-54.5,153.5,370.18506,5.361203,33.70893,91.66879,0.23705052,0
5865,-54.5,154.5,370.18506,5.465271,33.71211,92.33278,0.23039797,0
5866,-54.5,155.5,370.18506,5.5714884,33.715717,93.06136,0.22369581,0
5867,-54.5,156.5,370.18506,5.5921736,33.71661,93.81875,0.2184186,0
5868,-54.5,157.5,370.18506,5.5673957,33.71582,94.22927,0.21452005,0
5869,-54.5,158.5,370.18506,5.5471473,33.71508,94.6747,0.2116181,0
5870,-54.5,159.5,370.18506,5.640279,33.717834,96.25414,0.20914033,0
5871,-54.5,160.5,370.18506,5.89328,33.727077,99.378365,0.20749716,0
5872,-54.5,161.5,370.18506,6.2471905,33.74282,104.37265,0.20613,0
5873,-54.5,162.5,370.18506,6.6010966,33.76205,111.198875,0.20425138,0
5874,-54.5,163.5,370.18506,6.8659515,33.77996,118.76093,0.20141344,0
5875,-54.5,164.5,370.18506,7.0050764,33.792732,125.57587,0.19808872,0
5876,-54.5,165.5,370.18506,7.0375075,33.79945,130.81073,0.19571199,0
5877,-54.5,166.5,370.18506,6.99422,33.801056,134.34448,0.19582398,0
5878,-54.5,167.5,370.18506,6.868541,33.796772,135.39136,0.19943807,0
5879,-54.5,168.5,370.18506,6.698099,33.789078,131.79337,0.20591974,0
5880,-54.5,169.5,370.18506,6.5013337,33.78026,124.865555,0.21280697,0
5881,-54.5,170.5,370.18506,6.266023,33.770237,115.54794,0.22032794,0
5882,-54.5,171.5,370.18506,6.0159554,33.75992,107.37145,0.22923703,0
5883,-54.5,172.5,370.18506,5.788396,33.75042,101.8682,0.2398413,0
5884,-54.5,173.5,370.18506,5.6126914,33.742443,98.49348,0.25073087,0
5885,-54.5,174.5,370.18506,5.504949,33.736256,96.64204,0.25761214,0
5886,-54.5,175.5,370.18506,5.4752464,33.732006,95.68567,0.2536414,0
5887,-54.5,176.5,370.18506,5.5206437,33.72975,95.24789,0.2370795,0
5888,-54.5,177.5,370.18506,5.597141,33.72882,94.99577,0.22165965,0
5889,-54.5,178.5,370.18506,5.660043,33.728176,94.75062,0.2147479,0
5890,-54.5,179.5,370.18506,5.68359,33.72716,94.534775,0.21163732,0
5891,-54.5,180.5,370.18506,5.6703496,33.72561,94.26139,0.20907015,0
5892,-54.5,181.5,370.18506,5.6392474,33.723705,93.954895,0.20610955,0
5893,-54.5,182.5,370.18506,5.6088266,33.721733,93.67104,0.20359224,0
5894,-54.5,183.5,370.18506,5.586507,33.719856,93.37763,0.20254374,0
5895,-54.5,184.5,370.18506,5.569867,33.718105,93.09553,0.20158969,0
5896,-54.5,185.5,370.18506,5.5556664,33.716473,92.718056,0.19942538,0
5897,-54.5,186.5,370.18506,5.5444455,33.71495,92.58398,0.19732037,0
5898,-54.5,187.5,370.18506,5.5364666,33.713497,92.415535,0.19552642,0
5899,-54.5,188.5,370.18506,5.529303,33.712067,92.3523,0.19424202,0
5900,-54.5,189.5,370.18506,5.520403,33.710594,92.38323,0.1943609,0
5901,-54.5,190.5,370.18506,5.5091324,33.709072,92.42176,0.19445573,0
5902,-54.5,191.5,370.18506,5.496666,33.70753,92.40857,0.19300744,0
5903,-54.5,192.5,370.18506,5.4846954,33.706055,92.32138,0.19096099,0
5904,-54.5,193.5,370.18506,5.4743547,33.704727,92.10115,0.18930908,0
5905,-54.5,194.5,370.18506,5.465132,33.703625,91.77081,0.18837428,0
5906,-54.5,195.5,370.18506,5.4499397,33.702747,91.29804,0.18814752,0
5907,-54.5,196.5,370.18506,5.426461,33.701996,90.87054,0.18838172,0
5908,-54.5,197.5,370.18506,5.39504,33.701313,90.37421,0.18874103,0
5909,-54.5,198.5,370.18506,5.353838,33.70068,89.7278,0.1890557,0
5910,-54.5,199.5,370.18506,5.291885,33.70005,88.80531,0.1893808,0
5911,-54.5,200.5,370.18506,5.189055,33.699387,87.58767,0.18995702,0
5912,-54.5,201.5,370.18506,5.0312304,33.698708,86.19751,0.19102024,0
5913,-54.5,202.5,370.18506,4.83651,33.69812,84.55714,0.19248469,0
5914,-54.5,203.5,370.18506,4.631883,33.69776,82.76335,0.19399518,0
5915,-54.5,204.5,370.18506,4.4095736,33.69787,81.02322,0.19552669,0
5916,-54.5,205.5,370.18506,4.217212,33.698193,79.72604,0.1969856,0
5917,-54.5,206.5,370.18506,4.136115,33.698067,78.77029,0.1978354,0
5918,-54.5,207.5,370.18506,4.1695237,33.697563,77.934074,0.19759642,0
5919,-54.5,208.5,370.18506,4.240154,33.69726,77.22954,0.19652608,0
5920,-54.5,209.5,370.18506,4.2622213,33.697598,76.70775,0.19524658,0
5921,-54.5,210.5,370.18506,4.2020698,33.698494,76.26359,0.19410378,0
5922,-54.5,211.5,370.18506,4.0675,33.699768,75.98061,0.19318123,0
5923,-54.5,212.5,370.18506,3.982289,33.700798,76.48925,0.19240038,0
5924,-54.5,213.5,370.18506,4.1947703,33.701485,76.44181,0.19208814,0
5925,-54.5,214.5,370.18506,4.5548716,33.703934,76.45622,0.1918008,0
5926,-54.5,215.5,370.18506,4.854368,33.70707,77.17775,0.19138719,0
5927,-54.5,216.5,370.18506,4.9914837,33.709602,78.70822,0.19084802,0
5928,-54.5,217.5,370.18506,4.9525766,33.710865,80.849464,0.18984692,0
5929,-54.5,218.5,370.18506,4.8071127,33.71105,83.203606,0.1877971,0
5930,-54.5,219.5,370.18506,4.6759186,33.710976,85.22614,0.18470892,0
5931,-54.5,220.5,370.18506,4.6253033,33.711483,86.48985,0.18223633,0
5932,-54.5,221.5,370.18506,4.616851,33.71258,87.27591,0.18161684,0
5933,-54.5,222.5,370.18506,4.6264887,33.714058,87.77757,0.18232909,0
5934,-54.5,223.5,370.18506,4.6564,33.71587,88.012245,0.18364698,0
5935,-54.5,224.5,370.18506,4.65082,33.717064,88.32975,0.18513346,0
5936,-54.5,225.5,370.18506,4.624814,33.717484,89.0908,0.18684162,0
5937,-54.5,226.5,370.18506,4.690075,33.718616,89.97667,0.18886927,0
5938,-54.5,227.5,370.18506,4.937903,33.722782,90.84436,0.19080058,0
5939,-54.5,228.5,370.18506,5.319917,33.730965,92.58486,0.19148913,0
5940,-54.5,229.5,370.18506,5.672132,33.740726,96.307465,0.18958704,0
5941,-54.5,230.5,370.18506,5.854475,33.747597,101.79952,0.18558714,0
5942,-54.5,231.5,370.18506,5.882386,33.75064,106.39546,0.18258092,0
5943,-54.5,232.5,370.18506,5.8287873,33.75124,109.84015,0.18154159,0
5944,-54.5,233.5,370.18506,5.7385244,33.750317,111.86287,0.18300283,0
5945,-54.5,234.5,370.18506,5.6432467,33.748608,112.59057,0.18658596,0
5946,-54.5,235.5,370.18506,5.5579405,33.746574,112.41415,0.19221304,0
5947,-54.5,236.5,370.18506,5.485359,33.744423,111.71444,0.19855627,0
5948,-54.5,237.5,370.18506,5.424654,33.742226,110.70516,0.2026386,0
5949,-54.5,238.5,370.18506,5.377806,33.74008,109.532295,0.20372897,0
5950,-54.5,239.5,370.18506,5.3508644,33.73813,108.292625,0.20291464,0
5951,-54.5,240.5,370.18506,5.335546,33.736412,106.948265,0.20146503,0
5952,-54.5,241.5,370.18506,5.331051,33.735058,105.7139,0.19977503,0
5953,-54.5,242.5,370.18506,5.3527846,33.7344,104.7046,0.1977098,0
5954,-54.5,243.5,370.18506,5.4132442,33.73467,103.83672,0.1951629,0
5955,-54.5,244.5,370.18506,5.4991183,33.735607,103.27001,0.19234453,0
5956,-54.5,245.5,370.18506,5.577372,33.736553,103.14462,0.18960142,0
5957,-54.5,246.5,370.18506,5.6246133,33.736908,103.29894,0.18706116,0
5958,-54.5,247.5,370.18506,5.658146,33.736786,103.67789,0.18450175,0
5959,-54.5,248.5,370.18506,5.723181,33.736927,104.331856,0.18168923,0
5960,-54.5,249.5,370.18506,5.80876,33.737366,104.74596,0.17889534,0
5961,-54.5,250.5,370.18506,5.8691983,33.737465,105.27931,0.17697063,0
5962,-54.5,251.5,370.18506,5.897596,33.737045,105.67367,0.17607646,0
5963,-54.5,252.5,370.18506,5.9002805,33.736195,105.83798,0.17610742,0
5964,-54.5,253.5,370.18506,5.889076,33.73503,105.89477,0.17680824,0
5965,-54.5,254.5,370.18506,5.8773184,33.733677,105.87448,0.1778757,0
5966,-54.5,255.5,370.18506,5.873793,33.732277,105.60664,0.17895782,0
5967,-54.5,256.5,370.18506,5.873244,33.73085,105.13795,0.17956309,0
5968,-54.5,257.5,370.18506,5.864586,33.72938,104.66622,0.17965467,0
5969,-54.5,258.5,370.18506,5.8470874,33.72781,104.291626,0.1796612,0
5970,-54.5,259.5,370.18506,5.8323517,33.726112,103.817184,0.17967266,0
5971,-54.5,260.5,370.18506,5.822388,33.72432,103.314735,0.1799989,0
5972,-54.5,261.5,370.18506,5.813248,33.722458,102.72216,0.17996088,0
5973,-54.5,262.5,370.18506,5.7992954,33.72055,102.03182,0.17939575,0
5974,-54.5,263.5,370.18506,5.77856,33.71861,101.34235,0.17869207,0
5975,-54.5,264.5,370.18506,5.7560782,33.716644,100.70372,0.1780654,0
5976,-54.5,265.5,370.18506,5.742266,33.714638,99.94164,0.17744374,0
5977,-54.5,266.5,370.18506,5.7447643,33.712566,99.45445,0.1765994,0
5978,-54.5,267.5,370.18506,5.759534,33.710438,98.75585,0.17537062,0
5979,-54.5,268.5,370.18506,5.7733293,33.70831,98.15593,0.1739146,0
5980,-54.5,269.5,370.18506,5.787443,33.706196,97.72516,0.17238626,0
5981,-54.5,270.5,370.18506,5.8061814,33.704082,97.2867,0.17099197,0
5982,-54.5,271.5,370.18506,5.8290286,33.70195,96.88768,0.16982828,0
5983,-54.5,272.5,370.18506,5.8517466,33.69981,96.48097,0.16887094,0
5984,-54.5,273.5,370.18506,5.872657,33.69764,95.77461,0.1680425,0
5985,-54.5,274.5,370.18506,5.897205,33.69539,95.002304,0.16724266,0
5986,-54.5,275.5,370.18506,5.933541,33.693005,93.95825,0.16644467,0
5987,-54.5,276.5,370.18506,5.981795,33.690456,92.62133,0.16589095,0
5988,-54.5,277.5,370.18506,6.0368643,33.687683,91.210205,0.16570647,0
5989,-54.5,278.5,370.18506,6.099594,33.6845,89.5059,0.16611962,0
5990,-54.5,279.5,370.18506,6.177383,33.680424,87.25967,0.1678301,0
5991,-54.5,280.5,370.18506,6.287547,33.67411,84.060875,0.17241678,0
5992,-54.5,281.5,370.18506,6.4575167,33.662384,80.377716,0.1829666,0
5993,-54.5,282.5,370.18506,6.711527,33.639477,77.935036,0.20591234,0
5994,-54.5,283.5,370.18506,7.038393,33.598186,77.95378,0.25277787,0
5995,-54.5,284.5,370.18506,7.340888,33.53922,80.88218,0.32859674,0
5996,-54.5,285.5,370.18506,7.47947,33.486576,86.31088,0.4112444,0
5997,-54.5,286.5,370.18506,7.40916,33.43972,75.61205,0.52303666,0
5998,-54.5,287.5,370.18506,7.140203,33.384308,36.50527,0.8107121,0
5999,-54.5,288.5,370.18506,6.868055,33.339462,13.709971,1.1101954,0
6000,-54.5,295.5,370.18506,6.596938,33.613728,45.466442,1.7346139,0
6001,-54.5,296.5,370.18506,6.443039,33.620728,84.02912,1.5341814,0
6002,-54.5,297.5,370.18506,6.3395634,33.627872,111.689064,1.3954668,0
6003,-54.5,298.5,370.18506,6.2975583,33.633133,113.94545,1.3323036,0
6004,-54.5,299.5,370.18506,6.298004,33.635235,107.57689,1.3052884,0
6005,-54.5,300.5,370.18506,6.2775555,33.635998,108.32175,1.2470945,0
6006,-54.5,301.5,370.18506,6.201805,33.63633,109.394615,1.1248782,0
6007,-54.5,302.5,370.18506,6.083601,33.635994,106.14197,0.9983877,0
6008,-54.5,303.5,370.18506,5.938836,33.636215,103.22927,0.87738335,0
6009,-54.5,304.5,370.18506,5.7562184,33.636593,99.56562,0.77680063,0
6010,-54.5,305.5,370.18506,5.5538583,33.63621,95.99059,0.68024623,0
6011,-54.5,306.5,370.18506,5.3756623,33.635094,92.75169,0.58931065,0
6012,-54.5,307.5,370.18506,5.2446733,33.63376,90.24201,0.51438725,0
6013,-54.5,308.5,370.18506,5.1594667,33.632706,88.68713,0.4590241,0
6014,-54.5,309.5,370.18506,5.103476,33.632053,87.60325,0.41398883,0
6015,-54.5,310.5,370.18506,5.0307574,33.63134,86.309906,0.3673875,0
6016,-54.5,311.5,370.18506,4.8734746,33.62887,84.423805,0.32162738,0
6017,-54.5,312.5,370.18506,4.677506,33.624847,81.49277,0.29302633,0
6018,-54.5,313.5,370.18506,4.3997827,33.619755,76.982285,0.2791374,0
6019,-54.5,314.5,370.18506,3.9641783,33.614265,73.089584,0.28487676,0
6020,-54.5,315.5,370.18506,3.4740903,33.61326,70.970924,0.3289896,0
6021,-54.5,316.5,370.18506,3.0950346,33.61938,70.38101,0.43631783,0
6022,-54.5,317.5,370.18506,2.8950615,33.63045,70.47909,0.6063023,0
6023,-54.5,318.5,370.18506,2.7971492,33.64205,70.71279,0.8019648,0
6024,-54.5,319.5,370.18506,2.7113762,33.652752,70.991035,0.99011296,0
6025,-54.5,320.5,370.18506,2.6517923,33.662537,71.31794,1.148766,0
6026,-54.5,321.5,370.18506,2.6175454,33.672367,71.88335,1.2468418,0
6027,-54.5,322.5,370.18506,2.6038384,33.67735,66.86175,1.2904239,0
6028,-54.5,323.5,370.18506,2.5684907,33.682972,58.840157,1.2464871,0
6029,-54.5,324.5,370.18506,2.493242,33.69087,64.52501,1.1378077,0
6030,-54.5,325.5,370.18506,2.3861456,33.699608,74.3949,0.9969489,0
6031,-54.5,326.5,370.18506,2.3044903,33.705814,75.1488,0.86523634,0
6032,-54.5,327.5,370.18506,2.3487146,33.70508,75.80761,0.79228026,0
6033,-54.5,328.5,370.18506,2.5760567,33.694588,76.1806,0.7810614,0
6034,-54.5,329.5,370.18506,2.8450348,33.68145,76.51504,0.7749101,0
6035,-54.5,330.5,370.18506,3.0508275,33.671387,77.16251,0.756579,0
6036,-54.5,331.5,370.18506,3.2196102,33.663258,77.885376,0.733595,0
6037,-54.5,332.5,370.18506,3.3297708,33.65763,78.79428,0.70635045,0
6038,-54.5,333.5,370.18506,3.3886037,33.653976,79.90553,0.67494375,0
6039,-54.5,334.5,370.18506,3.4059832,33.65185,81.13232,0.6392655,0
6040,-54.5,335.5,370.18506,3.385941,33.651134,82.34604,0.60009164,0
6041,-54.5,336.5,370.18506,3.3361936,33.651546,83.4347,0.559728,0
6042,-54.5,337.5,370.18506,3.274881,33.652397,84.336464,0.5202964,0
6043,-54.5,338.5,370.18506,3.2197464,33.65298,85.115524,0.48183772,0
6044,-54.5,339.5,370.18506,3.1702323,33.65333,85.76146,0.44298503,0
6045,-54.5,340.5,370.18506,3.124167,33.65344,86.54685,0.4049509,0
6046,-54.5,341.5,370.18506,3.0912306,33.653214,87.24393,0.36991152,0
6047,-54.5,342.5,370.18506,3.065502,33.65291,87.89483,0.3377711,0
6048,-54.5,343.5,370.18506,3.036519,33.652767,88.576744,0.30829778,0
6049,-54.5,344.5,370.18506,2.9974203,33.65288,89.231606,0.28209516,0
6050,-54.5,345.5,370.18506,2.9430397,33.65329,89.65987,0.26012838,0
6051,-54.5,346.5,370.18506,2.8595154,33.65425,89.61457,0.24289116,0
6052,-54.5,347.5,370.18506,2.707308,33.65629,88.98598,0.23117176,0
6053,-54.5,348.5,370.18506,2.4725351,33.65884,87.91123,0.22597738,0
6054,-54.5,349.5,370.18506,2.1998837,33.660526,86.71668,0.22143808,0
6055,-54.5,350.5,370.18506,1.927858,33.660866,85.314224,0.2156634,0
6056,-54.5,351.5,370.18506,1.6745763,33.66017,83.91048,0.20967346,0
6057,-54.5,352.5,370.18506,1.4640726,33.65897,82.84707,0.20540929,0
6058,-54.5,353.5,370.18506,1.3258618,33.65784,82.22496,0.2031169,0
6059,-54.5,354.5,370.18506,1.270983,33.657333,81.87063,0.20102164,0
6060,-54.5,355.5,370.18506,1.2694252,33.657394,81.84011,0.19860974,0
6061,-54.5,356.5,370.18506,1.277975,33.657894,81.76956,0.19612661,0
6062,-54.5,357.5,370.18506,1.264607,33.65865,81.76871,0.19398099,0
6063,-54.5,358.5,370.18506,1.2459059,33.659622,81.75339,0.19190253,0
6064,-54.5,359.5,370.18506,1.2233286,33.66077,81.74015,0.18993324,0
6065,-53.5,0.5,370.18506,1.8468577,33.65594,83.34153,0.1860548,0
6066,-53.5,1.5,370.18506,1.8649802,33.6566,83.4612,0.18534169,0
6067,-53.5,2.5,370.18506,1.8712564,33.657494,83.33412,0.18476951,0
6068,-53.5,3.5,370.18506,1.8362148,33.65894,82.98738,0.1842455,0
6069,-53.5,4.5,370.18506,1.7561085,33.660877,82.66323,0.18379204,0
6070,-53.5,5.5,370.18506,1.670675,33.662464,82.57972,0.1836532,0
6071,-53.5,6.5,370.18506,1.6437788,33.663017,82.71897,0.18412386,0
6072,-53.5,7.5,370.18506,1.744201,33.66219,83.06363,0.18506639,0
6073,-53.5,8.5,370.18506,1.9601322,33.66057,83.221016,0.1863289,0
6074,-53.5,9.5,370.18506,2.1240993,33.659397,83.10044,0.18774435,0
6075,-53.5,10.5,370.18506,2.134557,33.65886,82.85942,0.18920752,0
6076,-53.5,11.5,370.18506,2.0120533,33.658173,82.5614,0.19033161,0
6077,-53.5,12.5,370.18506,1.8341353,33.65652,82.25361,0.19017774,0
6078,-53.5,13.5,370.18506,1.6858287,33.65342,82.63218,0.18778029,0
6079,-53.5,14.5,370.18506,1.706012,33.65096,83.21629,0.18506454,0
6080,-53.5,15.5,370.18506,1.8542415,33.650265,83.739,0.18342745,0
6081,-53.5,16.5,370.18506,1.9836761,33.649914,84.40189,0.18185805,0
6082,-53.5,17.5,370.18506,2.0505364,33.649113,85.40868,0.18001413,0
6083,-53.5,18.5,370.18506,2.0873146,33.647808,86.76609,0.17833199,0
6084,-53.5,19.5,370.18506,2.1459374,33.646496,88.22835,0.17732948,0
6085,-53.5,20.5,370.18506,2.2575016,33.645985,89.51404,0.17716134,0
6086,-53.5,21.5,370.18506,2.4181168,33.64684,90.61489,0.17757013,0
6087,-53.5,22.5,370.18506,2.5995898,33.648716,91.91326,0.17816065,0
6088,-53.5,23.5,370.18506,2.8155167,33.652023,93.6083,0.17924528,0
6089,-53.5,24.5,370.18506,3.1306405,33.658394,95.23066,0.18118599,0
6090,-53.5,25.5,370.18506,3.5202003,33.667725,96.66376,0.1834397,0
6091,-53.5,26.5,370.18506,3.9067986,33.678703,98.52143,0.18577516,0
6092,-53.5,27.5,370.18506,4.211579,33.689346,100.94866,0.18843922,0
6093,-53.5,28.5,370.18506,4.3741503,33.697357,103.455894,0.19047953,0
6094,-53.5,29.5,370.18506,4.3842697,33.70135,105.50738,0.19080283,0
6095,-53.5,30.5,370.18506,4.298941,33.701885,107.01197,0.1899393,0
6096,-53.5,31.5,370.18506,4.2129197,33.701057,108.03669,0.18966721,0
6097,-53.5,32.5,370.18506,4.175975,33.70024,108.61141,0.19006409,0
6098,-53.5,33.5,370.18506,4.183215,33.69973,108.94926,0.19151065,0
6099,-53.5,34.5,370.18506,4.2073092,33.699226,109.22827,0.19368994,0
6100,-53.5,35.5,370.18506,4.218429,33.698307,109.23066,0.19737399,0
6101,-53.5,36.5,370.18506,4.1963267,33.696503,109.01495,0.20091628,0
6102,-53.5,37.5,370.18506,4.1395907,33.693558,108.67528,0.20250407,0
6103,-53.5,38.5,370.18506,4.064807,33.689598,108.15193,0.20267804,0
6104,-53.5,39.5,370.18506,3.9959908,33.685196,107.369644,0.20360103,0
6105,-53.5,40.5,370.18506,3.9498053,33.681118,106.62778,0.20440404,0
6106,-53.5,41.5,370.18506,3.9431803,33.678104,106.00195,0.20374708,0
6107,-53.5,42.5,370.18506,3.9637277,33.676094,105.56034,0.20252174,0
6108,-53.5,43.5,370.18506,4.0043893,33.67489,105.26726,0.20142838,0
6109,-53.5,44.5,370.18506,4.0674167,33.674625,105.14692,0.2002057,0
6110,-53.5,45.5,370.18506,4.1422253,33.675068,105.182594,0.20003067,0
6111,-53.5,46.5,370.18506,4.201922,33.67545,105.23824,0.20153871,0
6112,-53.5,47.5,370.18506,4.2265573,33.67503,105.290665,0.20348561,0
6113,-53.5,48.5,370.18506,4.2245526,33.673717,105.44027,0.20392723,0
6114,-53.5,49.5,370.18506,4.2220283,33.672043,105.3765,0.20356572,0
6115,-53.5,50.5,370.18506,4.213553,33.669903,104.79041,0.20307909,0
6116,-53.5,51.5,370.18506,4.195976,33.66728,104.14759,0.2020946,0
6117,-53.5,52.5,370.18506,4.179755,33.664413,103.42125,0.20011435,0
6118,-53.5,53.5,370.18506,4.162557,33.661293,102.562355,0.19798376,0
6119,-53.5,54.5,370.18506,4.139171,33.65788,101.798996,0.1964501,0
6120,-53.5,55.5,370.18506,4.1093254,33.654167,101.22225,0.19491602,0
6121,-53.5,56.5,370.18506,4.076588,33.65019,100.73622,0.1926824,0
6122,-53.5,57.5,370.18506,4.042955,33.64595,100.24422,0.19026154,0
6123,-53.5,58.5,370.18506,4.0064783,33.641426,99.739174,0.18836252,0
6124,-53.5,59.5,370.18506,3.9678998,33.636585,99.17424,0.18720269,0
6125,-53.5,60.5,370.18506,3.922156,33.63152,98.486435,0.1873891,0
6126,-53.5,61.5,370.18506,3.8709598,33.626328,97.69529,0.18680984,0
6127,-53.5,62.5,370.18506,3.815402,33.62112,96.96855,0.1854573,0
6128,-53.5,63.5,370.18506,3.7634392,33.61603,96.391106,0.18384428,0
6129,-53.5,64.5,370.18506,3.7270923,33.611195,95.924736,0.18252482,0
6130,-53.5,65.5,370.18506,3.7146208,33.606716,95.561424,0.18208015,0
6131,-53.5,66.5,370.18506,3.7256682,33.60264,95.39022,0.1834461,0
6132,-53.5,67.5,370.18506,3.7552211,33.598965,95.39281,0.18870634,0
6133,-53.5,68.5,370.18506,3.7995996,33.595684,95.56167,0.20599952,0
6134,-53.5,69.5,370.18506,3.8637917,33.592766,95.82717,0.247949,0
6135,-53.5,70.5,370.18506,3.9216413,33.59069,95.67731,0.3034617,0
6136,-53.5,71.5,370.18506,3.9153793,33.59064,94.723145,0.34700668,0
6137,-53.5,72.5,370.18506,3.8337069,33.593098,93.239426,0.36214292,0
6138,-53.5,73.5,370.18506,3.7088394,33.594498,91.830185,0.3490569,0
6139,-53.5,74.5,370.18506,3.552432,33.591515,90.042496,0.3153599,0
6140,-53.5,75.5,370.18506,3.3143246,33.585335,86.491295,0.27121633,0
6141,-53.5,76.5,370.18506,2.93138,33.57842,81.765175,0.24093364,0
6142,-53.5,77.5,370.18506,2.3864737,33.576397,76.45483,0.23331912,0
6143,-53.5,78.5,370.18506,1.9361839,33.583183,73.733086,0.2226145,0
6144,-53.5,79.5,370.18506,1.7204353,33.596184,72.94379,0.20903312,0
6145,-53.5,80.5,370.18506,1.7178574,33.609432,73.7632,0.19895896,0
6146,-53.5,81.5,370.18506,1.884065,33.617435,75.779755,0.19901377,0
6147,-53.5,82.5,370.18506,2.254466,33.620335,78.45293,0.22595875,0
6148,-53.5,83.5,370.18506,2.8537521,33.625137,81.54533,0.29204398,0
6149,-53.5,84.5,370.18506,3.559905,33.638844,85.26563,0.3829811,0
6150,-53.5,85.5,370.18506,4.115403,33.655354,89.52771,0.45640403,0
6151,-53.5,86.5,370.18506,4.3566065,33.66561,93.35079,0.48525196,0
6152,-53.5,87.5,370.18506,4.314508,33.668373,95.495476,0.47393486,0
6153,-53.5,88.5,370.18506,4.133674,33.668987,95.81202,0.45094937,0
6154,-53.5,89.5,370.18506,3.9460502,33.67043,95.41611,0.43447965,0
6155,-53.5,90.5,370.18506,3.8762283,33.6735,95.63952,0.42870802,0
6156,-53.5,91.5,370.18506,3.9656088,33.678455,96.792595,0.43005764,0
6157,-53.5,92.5,370.18506,4.1489663,33.68488,98.38994,0.43213445,0
6158,-53.5,93.5,370.18506,4.3066792,33.691147,99.88414,0.42930087,0
6159,-53.5,94.5,370.18506,4.3693457,33.695435,100.75442,0.42052743,0
6160,-53.5,95.5,370.18506,4.3308654,33.69751,100.70514,0.40796164,0
6161,-53.5,96.5,370.18506,4.2539062,33.699028,100.08104,0.39485458,0
6162,-53.5,97.5,370.18506,4.2303195,33.701355,99.68078,0.38488603,0
6163,-53.5,98.5,370.18506,4.2930465,33.705032,100.09706,0.37828502,0
6164,-53.5,99.5,370.18506,4.417424,33.70983,101.281944,0.37158772,0
6165,-53.5,100.5,370.18506,4.5463414,33.714676,102.68574,0.36186942,0
6166,-53.5,101.5,370.18506,4.6242223,33.71823,103.70489,0.34899005,0
6167,-53.5,102.5,370.18506,4.626351,33.719795,104.01345,0.33484378,0
6168,-53.5,103.5,370.18506,4.5717735,33.719917,103.52972,0.32061213,0
6169,-53.5,104.5,370.18506,4.5024424,33.71963,102.86732,0.30580223,0
6170,-53.5,105.5,370.18506,4.459782,33.719696,102.38734,0.2892336,0
6171,-53.5,106.5,370.18506,4.456572,33.720226,102.057945,0.2725396,0
