,ylat,xlon,SSS,MLD,SST,pCO2,k=5,k=10,k=15
0,-77.5,179.5,34.0192909241,59.6880950928,-1.7770922184,186.428442029,0,2,14
1,-77.5,180.5,34.0035133362,57.5335769653,-1.77673494816,186.471847333,0,2,14
2,-77.5,181.5,33.9848175049,55.4720611572,-1.77655601501,186.493358682,0,2,14
3,-77.5,182.5,33.9649581909,53.3726997375,-1.77746272087,186.608676964,0,2,14
4,-77.5,183.5,33.945438385,51.2354545593,-1.78042733669,186.893547595,0,2,14
5,-77.5,184.5,33.9252815247,48.0285339355,-1.78377616405,187.533995135,0,2,14
6,-77.5,185.5,33.9020423889,45.4504241943,-1.78339612484,188.617078868,0,2,14
7,-77.5,186.5,33.8798675537,43.9976463318,-1.78200232983,189.583688779,0,2,14
8,-77.5,187.5,33.8607177734,43.0748443604,-1.78140723705,190.153575629,0,2,14
9,-77.5,188.5,33.8435745239,42.5144348145,-1.78035473824,190.405536595,0,2,14
10,-77.5,189.5,33.8281860352,41.8638954163,-1.77845752239,190.364669591,0,2,14
11,-77.5,190.5,33.8145561218,41.1941261292,-1.776486516,189.769340411,0,2,14
12,-77.5,191.5,33.8019790649,40.7277565002,-1.77476108074,188.346336019,0,2,14
13,-77.5,192.5,33.7889099121,40.3194198608,-1.77207970619,186.102441502,0,2,14
14,-77.5,193.5,33.7743682861,39.9667510986,-1.76698243618,183.162313492,0,2,14
15,-77.5,194.5,33.7594108582,39.6757011414,-1.75835812092,179.728191478,0,2,14
16,-77.5,195.5,33.7453689575,39.2140541077,-1.75320208073,177.016581321,0,2,14
17,-77.5,196.5,33.7314949036,38.9064979553,-1.75345873833,174.681754476,0,2,14
18,-77.5,197.5,33.7170181274,38.8338241577,-1.75833272934,172.624056595,0,2,14
19,-77.5,198.5,33.7012252808,38.8244819641,-1.76411652565,170.86103653,0,2,14
20,-77.5,199.5,33.6883125305,38.8471641541,-1.76910364628,169.514800554,0,2,14
21,-77.5,200.5,33.682144165,39.0016136169,-1.77376639843,168.709338896,0,2,14
22,-77.5,314.5,34.2267112732,48.3431510925,-1.78595113754,258.648809995,0,2,14
23,-77.5,315.5,34.222278595,48.7277603149,-1.78733992577,258.732046413,0,2,14
24,-77.5,316.5,34.2129707336,48.9261779785,-1.7875431776,258.751963688,0,2,14
25,-77.5,317.5,34.1986503601,48.7611732483,-1.78550767899,258.870374272,0,2,14
26,-77.5,318.5,34.1803474426,48.4627380371,-1.7809612751,259.022516639,0,2,14
27,-77.5,319.5,34.1585578918,47.7910270691,-1.77202510834,259.081269126,0,2,14
28,-77.5,320.5,34.1345214844,47.0836639404,-1.7547326088,259.087438893,0,2,14
29,-77.5,321.5,34.1127433777,46.1929855347,-1.73723316193,259.381663403,0,2,14
30,-77.5,322.5,34.0911865234,45.7407150269,-1.72623419762,259.805134466,0,2,14
31,-77.5,323.5,34.0686454773,45.3737831116,-1.71897959709,260.370201394,0,2,14
32,-77.5,324.5,34.0504379272,45.2380485535,-1.71225404739,261.013949086,0,2,14
33,-76.5,164.5,34.401096344,51.870880127,-1.44731998444,174.521358957,0,2,14
34,-76.5,165.5,34.3882446289,51.4199981689,-1.42780947685,175.007965577,0,2,14
35,-76.5,166.5,34.3723144531,51.4256591797,-1.43154358864,176.194010199,0,2,14
36,-76.5,167.5,34.3547706604,51.9411659241,-1.45840752125,177.979871037,0,2,14
37,-76.5,168.5,34.3337860107,52.7065467834,-1.49948084354,180.202641435,0,2,14
38,-76.5,169.5,34.3072471619,53.7160224915,-1.54844164848,182.671124291,0,2,14
39,-76.5,170.5,34.2728614807,54.527217865,-1.6006244421,185.318208784,0,2,14
40,-76.5,171.5,34.2380256653,54.937953949,-1.63937437534,187.806828019,0,2,14
41,-76.5,172.5,34.208065033,54.409122467,-1.66014564037,190.093543063,0,2,14
42,-76.5,173.5,34.1820335388,53.013885498,-1.67141652107,192.223276964,0,2,14
43,-76.5,174.5,34.1562042236,51.758846283,-1.68102371693,193.904821656,0,2,14
44,-76.5,175.5,34.128993988,50.5866775513,-1.68853712082,195.133136079,0,2,14
45,-76.5,176.5,34.0992851257,49.430934906,-1.69355642796,195.976124412,0,2,14
46,-76.5,177.5,34.0673027039,48.2401580811,-1.69402551651,196.521617832,0,2,14
47,-76.5,178.5,34.0343666077,46.8186035156,-1.69199693203,196.790701379,0,2,14
48,-76.5,179.5,34.0015182495,45.1864395142,-1.69103300571,196.672664438,0,2,14
49,-76.5,180.5,33.9697570801,43.4288520813,-1.69372487068,196.09107886,0,2,14
50,-76.5,181.5,33.9386177063,41.767074585,-1.69898712635,195.473787899,0,2,14
51,-76.5,182.5,33.907535553,40.6758842468,-1.70336210728,195.698416401,0,2,14
52,-76.5,183.5,33.878288269,40.3877449036,-1.7045494318,197.254377337,0,2,14
53,-76.5,184.5,33.8552398682,39.8125610352,-1.70394933224,199.048907243,0,2,14
54,-76.5,185.5,33.8354721069,39.0394668579,-1.70492208004,200.151529836,0,2,14
55,-76.5,186.5,33.8152694702,38.1733360291,-1.70487165451,202.141823547,0,2,14
56,-76.5,187.5,33.7956085205,37.5216407776,-1.70642447472,204.185908913,0,2,14
57,-76.5,188.5,33.7772369385,36.9997138977,-1.70898330212,205.771031386,0,2,14
58,-76.5,189.5,33.7601737976,36.5496292114,-1.71238672733,206.754390977,0,2,14
59,-76.5,190.5,33.7448654175,36.1054992676,-1.71484065056,207.159130085,0,2,14
60,-76.5,191.5,33.7307701111,35.6583328247,-1.71595561504,206.739742808,0,2,14
61,-76.5,192.5,33.7154846191,35.2791595459,-1.71840155125,205.001091719,0,2,14
62,-76.5,193.5,33.6972198486,34.9599990845,-1.72246837616,202.013575179,0,2,14
63,-76.5,194.5,33.6745147705,34.7417221069,-1.72795605659,198.26861157,0,2,14
64,-76.5,195.5,33.6502990723,34.5493583679,-1.73292207718,194.802656926,0,2,14
