,ylat,xlon,SSS,MLD,SST,pCO2,k=5,k=10,k=15
48,-76.5,179.5,34.4877243042,313.423614502,-1.70277523994,343.195349967,2,9,12
49,-76.5,180.5,34.4691429138,307.13381958,-1.70072209835,342.048547795,2,9,12
50,-76.5,181.5,34.4480018616,241.597702026,-1.70130443573,340.737835974,2,9,12
51,-76.5,182.5,34.4241867065,133.293991089,-1.70245873928,339.319497531,2,9,11
52,-76.5,183.5,34.4011230469,83.255897522,-1.70953452587,337.823386576,2,6,5
53,-76.5,184.5,34.3807106018,76.6944885254,-1.72089159489,336.405521426,2,6,5
54,-76.5,185.5,34.3617286682,77.5072631836,-1.73216819763,334.821294675,2,6,5
55,-76.5,186.5,34.3388748169,77.9707641602,-1.73759615421,333.314917378,2,6,5
56,-76.5,187.5,34.3135261536,78.6682510376,-1.74172627926,331.809020187,2,6,5
57,-76.5,188.5,34.2877693176,79.5543746948,-1.74719178677,330.242395296,2,6,5
58,-76.5,189.5,34.2621192932,80.513458252,-1.75395345688,328.600194059,2,6,5
59,-76.5,190.5,34.2373085022,81.3594741821,-1.75881791115,326.971677769,2,6,5
60,-76.5,191.5,34.2145347595,82.0847473145,-1.76135742664,325.354347634,2,6,5
61,-76.5,192.5,34.194480896,82.9376068115,-1.76606285572,323.58395698,2,6,5
62,-76.5,193.5,34.1766395569,84.0065917969,-1.77350246906,321.673143534,2,6,5
63,-76.5,194.5,34.1594963074,85.5760116577,-1.78247344494,319.74830257,2,6,5
64,-76.5,195.5,34.1423492432,87.6149291992,-1.78844225407,318.155373122,2,6,5
65,-76.5,196.5,34.1251335144,89.9200057983,-1.79317319393,316.850349589,2,6,5
66,-76.5,197.5,34.1081886292,92.5213012695,-1.7968865633,315.804477574,2,6,5
67,-76.5,198.5,34.0912017822,95.5497055054,-1.80016493797,314.952659276,2,6,5
68,-76.5,199.5,34.0737190247,99.0628814697,-1.80380916595,314.218305061,2,6,5
69,-76.5,200.5,34.0550384521,103.022293091,-1.80867254734,313.507103839,2,6,5
70,-76.5,201.5,34.0336418152,106.903182983,-1.81464719772,312.710335971,2,6,5
71,-76.5,202.5,34.0077400208,109.107460022,-1.81894016266,311.778981761,2,6,5
72,-76.5,203.5,33.9881324768,111.29800415,-1.82119071484,310.949384105,2,6,5
73,-76.5,204.5,33.9725723267,112.991203308,-1.82217144966,310.283273844,2,6,5
74,-76.5,205.5,33.9596061707,114.441329956,-1.82273769379,309.781131084,2,6,5
75,-76.5,206.5,33.9490318298,115.62525177,-1.82266187668,309.442981225,2,6,5
76,-76.5,207.5,33.9408111572,116.585525513,-1.82194876671,309.263273172,2,6,5
77,-76.5,208.5,33.9351005554,117.467826843,-1.82048511505,309.235052608,2,6,5
78,-76.5,309.5,34.5125656128,151.107650757,-1.80542957783,355.721557232,2,9,12
79,-76.5,310.5,34.5082588196,137.302581787,-1.79975044727,355.336712483,2,9,11
80,-76.5,311.5,34.5027732849,115.880752563,-1.78493404388,354.961085247,2,6,5
81,-76.5,312.5,34.499042511,106.605255127,-1.77202737331,354.558229025,2,6,5
82,-76.5,313.5,34.4957885742,104.305412292,-1.76755309105,354.044979554,2,6,5
83,-76.5,314.5,34.4921836853,106.380058289,-1.76739227772,353.508345546,2,6,5
84,-76.5,315.5,34.4874572754,109.564994812,-1.76984870434,353.010105749,2,6,5
85,-76.5,316.5,34.4806480408,111.915786743,-1.77356743813,352.562819781,2,6,5
86,-76.5,317.5,34.4712028503,113.319099426,-1.77712881565,352.154152125,2,6,5
87,-76.5,318.5,34.4595680237,114.556945801,-1.77999007702,351.771209477,2,6,5
88,-76.5,319.5,34.4466438293,116.149406433,-1.78218853474,351.415218451,2,6,5
89,-76.5,320.5,34.4329719543,118.607521057,-1.78386664391,351.078054198,2,6,11
90,-76.5,321.5,34.4195365906,122.53150177,-1.78293418884,350.820795572,2,6,11
91,-76.5,322.5,34.4061317444,127.593559265,-1.78305482864,350.533520788,2,9,11
92,-76.5,323.5,34.3926086426,133.697631836,-1.78333497047,350.241617374,2,9,11
93,-76.5,324.5,34.3792304993,142.071792603,-1.78391981125,349.968365125,2,9,11
94,-76.5,325.5,34.3666229248,155.120498657,-1.78418326378,349.756342733,2,9,12
95,-76.5,326.5,34.3543510437,171.408843994,-1.78314840794,349.616489617,2,9,12
96,-76.5,327.5,34.3417320251,184.904022217,-1.78150820732,349.502926327,2,9,12
97,-76.5,328.5,34.3323478699,192.866912842,-1.78251826763,349.377388703,2,9,12
98,-76.5,329.5,34.3275756836,175.702713013,-1.7876727581,349.285319237,2,9,12
99,-75.5,164.5,34.7332344055,312.328491211,-1.84188520908,349.150836947,2,9,12
100,-75.5,165.5,34.7173156738,250.026626587,-1.82168364525,348.560924295,2,9,12
101,-75.5,166.5,34.6941299438,186.296264648,-1.80424404144,347.854504118,2,9,12
102,-75.5,167.5,34.6687965393,166.560241699,-1.79034590721,347.204289705,2,9,12
103,-75.5,168.5,34.6444244385,159.894500732,-1.77874529362,346.670556688,2,9,12
104,-75.5,169.5,34.6213378906,156.725418091,-1.7651797533,346.370068293,2,9,12
105,-75.5,170.5,34.5983657837,154.093933105,-1.74579918385,346.375527278,2,9,12
106,-75.5,171.5,34.5743293762,151.000289917,-1.71811389923,346.72222925,2,9,12
107,-75.5,172.5,34.5483436584,147.009887695,-1.68269324303,347.326263807,2,9,11
108,-75.5,173.5,34.5215682983,138.513504028,-1.64595496655,347.917178541,2,9,11
109,-75.5,174.5,34.4975395203,123.26411438,-1.6186183691,348.107417066,2,6,11
110,-75.5,175.5,34.4785995483,115.023918152,-1.60675001144,347.73899654,2,6,5
111,-75.5,176.5,34.4637718201,109.723625183,-1.60821962357,346.92772715,2,6,5
112,-75.5,177.5,34.4518852234,107.50315094,-1.61806488037,345.852455013,2,6,5
113,-75.5,178.5,34.4412994385,100.144432068,-1.63035726547,344.672567964,2,6,5
114,-75.5,179.5,34.4319229126,90.516746521,-1.64519798756,343.400293928,2,6,5
115,-75.5,180.5,34.4214286804,80.556602478,-1.65625631809,342.229142612,2,6,5
116,-75.5,181.5,34.4043502808,71.4057693481,-1.659938097,341.266376654,2,6,5
117,-75.5,182.5,34.3769836426,65.7571868896,-1.66048836708,340.340022363,2,6,5
118,-75.5,183.5,34.3427696228,66.2013092041,-1.66918039322,339.023277167,2,6,5
119,-75.5,184.5,34.3115730286,68.3068695068,-1.69800019264,336.910275383,2,6,5
120,-75.5,185.5,34.2884979248,71.1269378662,-1.72972023487,334.67326639,2,6,5
121,-75.5,186.5,34.2658615112,73.9260940552,-1.7484087944,332.788610176,2,6,5
122,-75.5,187.5,34.2408103943,76.3623809814,-1.7624450922,330.921333771,2,6,5
123,-75.5,188.5,34.2159233093,78.6166763306,-1.77235078812,329.102543415,2,6,5
124,-75.5,189.5,34.1922340393,80.6192321777,-1.77949655056,327.335131927,2,6,5
125,-75.5,190.5,34.1697349548,82.2649154663,-1.78494775295,325.623097908,2,6,5
126,-75.5,191.5,34.1481895447,83.5588684082,-1.78931462765,323.973703344,2,6,5
127,-75.5,192.5,34.1274795532,84.6275634766,-1.79301416874,322.394757998,2,6,5
128,-75.5,193.5,34.1076774597,85.6667175293,-1.79553127289,320.933849808,2,6,5
129,-75.5,194.5,34.088470459,86.6294784546,-1.79728639126,319.617004894,2,6,5
130,-75.5,195.5,34.0694999695,87.6999816895,-1.79916846752,318.449251055,2,6,5
131,-75.5,196.5,34.0508766174,88.8453979492,-1.80050039291,317.426376707,2,6,5
132,-75.5,197.5,34.032623291,90.1406021118,-1.80121564865,316.541482665,2,6,5
133,-75.5,198.5,34.0145721436,91.4763717651,-1.80191576481,315.759939372,2,6,5
134,-75.5,199.5,33.9965667725,92.6915588379,-1.80305147171,315.047649636,2,6,5
135,-75.5,200.5,33.978805542,93.794052124,-1.80423259735,314.399545367,2,6,5
136,-75.5,201.5,33.9616546631,94.9733352661,-1.80482232571,313.831972122,2,6,5
137,-75.5,202.5,33.9449043274,96.2701797485,-1.80576980114,313.337472228,2,6,5
138,-75.5,203.5,33.9290313721,97.4761199951,-1.80648374557,312.94495297,2,6,5
139,-75.5,204.5,33.9142189026,98.475479126,-1.80713176727,312.663746876,2,6,5
140,-75.5,205.5,33.9004821777,99.4028015137,-1.80785930157,312.495434709,2,6,5
141,-75.5,206.5,33.8878326416,100.319038391,-1.8087053299,312.449242327,2,6,5
142,-75.5,207.5,33.8760681152,101.209907532,-1.81004822254,312.523393907,2,6,5
143,-75.5,208.5,33.8648796082,102.045532227,-1.81218481064,312.723661072,2,6,5
144,-75.5,209.5,33.8536338806,102.442726135,-1.81538450718,313.034987917,2,6,5
145,-75.5,307.5,34.4898681641,111.883468628,-1.76283156872,357.157570499,2,6,5
146,-75.5,308.5,34.4726448059,91.8103103638,-1.74417221546,355.717596803,2,6,5
147,-75.5,309.5,34.4554862976,82.9730987549,-1.73795807362,354.123577701,2,6,5
148,-75.5,310.5,34.4402809143,80.8267059326,-1.7362357378,352.734590134,2,6,5
149,-75.5,311.5,34.4279556274,81.6420211792,-1.73880410194,351.634606956,2,6,5
150,-75.5,312.5,34.4189910889,83.5257263184,-1.74268507957,350.861091524,2,6,5
151,-75.5,313.5,34.4125404358,85.8235778809,-1.74773943424,350.347433049,2,6,5
152,-75.5,314.5,34.4072723389,88.4046096802,-1.75288391113,350.013417046,2,6,5
153,-75.5,315.5,34.4017829895,91.0735244751,-1.7577880621,349.780743702,2,6,5
154,-75.5,316.5,34.3950424194,93.6727981567,-1.76284480095,349.594765812,2,6,5
155,-75.5,317.5,34.3865852356,96.2154693604,-1.76799619198,349.437369012,2,6,5
156,-75.5,318.5,34.3765220642,98.8416366577,-1.77217507362,349.318750405,2,6,5
157,-75.5,319.5,34.3654174805,101.553497314,-1.77473318577,349.24952624,2,6,5
158,-75.5,320.5,34.3533706665,104.138870239,-1.77774620056,349.182522764,2,6,5
159,-75.5,321.5,34.3408279419,107.050201416,-1.77996635437,349.114638879,2,6,5
160,-75.5,322.5,34.328414917,110.351753235,-1.78212928772,349.010098331,2,6,5
161,-75.5,323.5,34.3166160583,114.244132996,-1.78398406506,348.885095157,2,6,5
162,-75.5,324.5,34.306312561,118.512771606,-1.78495264053,348.783555346,2,6,11
163,-75.5,325.5,34.2976913452,124.19997406,-1.78465604782,348.732123362,2,6,11
164,-75.5,326.5,34.2899093628,131.564605713,-1.78352046013,348.723238153,2,9,11
165,-75.5,327.5,34.2821044922,138.706359863,-1.78263175488,348.73562545,2,9,11
166,-75.5,328.5,34.2750892639,144.930114746,-1.78254354,348.770872422,2,9,11
167,-75.5,329.5,34.2698631287,151.845199585,-1.78430008888,348.84618086,2,9,12
168,-75.5,330.5,34.267124176,160.583724976,-1.78893721104,348.93594421,2,9,12
169,-75.5,331.5,34.2664260864,171.906448364,-1.79579758644,349.024093138,2,9,12
170,-74.5,165.5,34.65184021,169.859420776,-1.80948984623,347.34897833,2,9,12
171,-74.5,166.5,34.6270179749,147.731521606,-1.7896720171,346.537556807,2,9,11
172,-74.5,167.5,34.6023864746,140.256713867,-1.77096760273,345.903381872,2,9,11
173,-74.5,168.5,34.5792007446,139.04119873,-1.75618541241,345.413138978,2,9,11
174,-74.5,169.5,34.5586051941,138.92817688,-1.73990476131,345.156412625,2,9,11
175,-74.5,170.5,34.5405235291,138.491577148,-1.72217082977,345.137372807,2,9,11
176,-74.5,171.5,34.5238990784,137.20980835,-1.70225596428,345.306441077,2,9,11
177,-74.5,172.5,34.5073432922,137.487091064,-1.68102681637,345.552461155,2,9,11
178,-74.5,173.5,34.4898910522,139.733444214,-1.66160023212,345.719422858,2,9,11
179,-74.5,174.5,34.4714126587,140.176559448,-1.64660549164,345.755252572,2,9,11
180,-74.5,175.5,34.4525260925,137.851364136,-1.63359045982,345.877845499,2,9,11
181,-74.5,176.5,34.4344482422,116.586265564,-1.61784267426,346.282913186,2,6,11
182,-74.5,177.5,34.419002533,90.8844985962,-1.59253430367,347.074745319,2,6,5
183,-74.5,178.5,34.4060287476,72.6663360596,-1.55951333046,348.058768916,2,6,5
184,-74.5,179.5,34.3929214478,57.2531547546,-1.54072272778,348.336907359,2,6,5
185,-74.5,180.5,34.3766441345,54.1255455017,-1.5582473278,347.001843558,2,6,5
186,-74.5,181.5,34.3543701172,60.7778282166,-1.60962998867,344.140841318,2,6,5
187,-74.5,182.5,34.3256149292,67.3218002319,-1.67218661308,340.713057504,2,6,5
188,-74.5,183.5,34.2936706543,71.8669433594,-1.72319817543,337.69800513,2,6,5
189,-74.5,184.5,34.2637939453,75.8604888916,-1.75419485569,335.346367895,2,6,5
190,-74.5,185.5,34.237575531,79.1498031616,-1.7701997757,333.52844475,2,6,5
191,-74.5,186.5,34.2138900757,81.5904846191,-1.77829909325,332.039818595,2,6,5
192,-74.5,187.5,34.1917381287,83.6374816895,-1.7829310894,330.711530559,2,6,5
193,-74.5,188.5,34.1705589294,85.2476272583,-1.78601551056,329.472729651,2,6,5
194,-74.5,189.5,34.150062561,86.4918365479,-1.78850066662,328.288019053,2,6,5
195,-74.5,190.5,34.1301002502,87.4972610474,-1.79073095322,327.153516429,2,6,5
196,-74.5,191.5,34.1106338501,88.3082351685,-1.79273760319,326.076688293,2,6,5
197,-74.5,192.5,34.0916595459,88.9072723389,-1.79442346096,325.06511439,2,6,5
198,-74.5,193.5,34.0730705261,89.4452819824,-1.79565036297,324.1336753,2,6,5
199,-74.5,194.5,34.0548286438,89.9504089355,-1.79649412632,323.304830178,2,6,5
200,-74.5,195.5,34.0369720459,90.5310745239,-1.79702615738,322.58220339,2,6,5
201,-74.5,196.5,34.0193977356,91.0133285522,-1.79753422737,321.938549659,2,6,5
202,-74.5,197.5,34.0020065308,91.4081726074,-1.79816865921,321.350716456,2,6,5
203,-74.5,198.5,33.9847450256,91.7835006714,-1.79872691631,320.830466637,2,6,5
204,-74.5,199.5,33.9675445557,92.1386032104,-1.79920113087,320.381083198,2,6,5
205,-74.5,200.5,33.9503974915,92.4387207031,-1.79972755909,319.994082185,2,6,5
206,-74.5,201.5,33.933380127,92.6890487671,-1.80030107498,319.664524592,2,6,5
207,-74.5,202.5,33.916557312,92.9100036621,-1.80083358288,319.397815214,2,6,5
208,-74.5,203.5,33.8999443054,93.120803833,-1.8014279604,319.2133374,2,6,5
209,-74.5,204.5,33.883644104,93.3568344116,-1.80247306824,319.108363985,2,6,5
210,-74.5,205.5,33.8680801392,93.6595153809,-1.8033618927,319.071859892,2,6,5
211,-74.5,206.5,33.8533210754,94.0623779297,-1.8041934967,319.077767439,2,6,5
212,-74.5,207.5,33.8393592834,94.6014938354,-1.80514776707,319.102926026,2,6,5
213,-74.5,208.5,33.8261871338,95.266708374,-1.80626583099,319.137328342,2,6,5
214,-74.5,209.5,33.8138198853,96.027381897,-1.80755066872,319.180120201,2,6,5
215,-74.5,210.5,33.8022613525,96.8553314209,-1.80906033516,319.231995103,2,6,5
216,-74.5,211.5,33.7915115356,97.677192688,-1.81073999405,319.283396761,2,6,5
217,-74.5,212.5,33.7813415527,98.4542236328,-1.81257367134,319.325337638,2,6,5
218,-74.5,213.5,33.7715492249,99.1644058228,-1.81453549862,319.370684808,2,6,5
219,-74.5,214.5,33.7615852356,99.5000228882,-1.81705856323,319.413268198,2,6,5
220,-74.5,215.5,33.7522583008,99.5941543579,-1.8194937706,319.403064141,2,6,5
221,-74.5,216.5,33.7443008423,99.6484222412,-1.82087695599,319.35694801,2,6,5
222,-74.5,217.5,33.7379150391,99.7867584229,-1.82143437862,319.290956665,2,6,5
223,-74.5,218.5,33.7329711914,100.073272705,-1.82210278511,319.213880918,2,6,5
224,-74.5,219.5,33.7291755676,100.517051697,-1.823579669,319.145942187,2,6,5
225,-74.5,301.5,34.5394706726,257.67401123,-1.8188226223,360.755957499,2,9,12
226,-74.5,302.5,34.5307655334,211.561904907,-1.79921102524,360.172662885,2,9,12
227,-74.5,303.5,34.5154342651,150.769363403,-1.77105331421,358.814786665,2,9,12
228,-74.5,304.5,34.4968681335,111.399841309,-1.74843406677,356.914833766,2,6,5
229,-74.5,305.5,34.477394104,92.5685272217,-1.73987722397,354.78016901,2,6,5
230,-74.5,306.5,34.4582443237,85.4222259521,-1.74142968655,352.695077897,2,6,5
231,-74.5,307.5,34.4397697449,83.3407440186,-1.74684762955,350.842647491,2,6,5
232,-74.5,308.5,34.4220504761,83.3903045654,-1.75343024731,349.296530502,2,6,5
233,-74.5,309.5,34.4053611755,84.2871170044,-1.76102626324,348.083434432,2,6,5
234,-74.5,310.5,34.390007019,85.8152923584,-1.76762878895,347.244429189,2,6,5
235,-74.5,311.5,34.3761138916,87.2695617676,-1.77257275581,346.788366872,2,6,5
236,-74.5,312.5,34.3640594482,88.5638122559,-1.77504003048,346.666703964,2,6,5
237,-74.5,313.5,34.3531913757,89.4764099121,-1.77707290649,346.751125959,2,6,5
238,-74.5,314.5,34.343585968,90.2138061523,-1.7774797678,347.00614028,2,6,5
239,-74.5,315.5,34.3344116211,90.8920593262,-1.77652835846,347.362845373,2,6,5
240,-74.5,316.5,34.3248825073,91.5009307861,-1.77392661572,347.785220874,2,6,5
241,-74.5,317.5,34.3145561218,92.1937026978,-1.77020418644,348.21504655,2,6,5
242,-74.5,318.5,34.3032112122,93.3991699219,-1.76827347279,348.516264159,2,6,5
243,-74.5,319.5,34.2910575867,95.414604187,-1.77073991299,348.580501395,2,6,5
244,-74.5,320.5,34.2787361145,98.3801116943,-1.77334034443,348.574604142,2,6,5
245,-74.5,321.5,34.2661132812,100.515060425,-1.77665388584,348.491048506,2,6,5
246,-74.5,322.5,34.2535667419,102.766181946,-1.77991235256,348.370703165,2,6,5
247,-74.5,323.5,34.2417640686,106.076469421,-1.78390550613,348.202052628,2,6,5
248,-74.5,324.5,34.2309913635,109.220680237,-1.78740751743,348.048540119,2,6,5
249,-74.5,325.5,34.2210121155,111.682426453,-1.78928363323,347.961369908,2,6,5
250,-74.5,326.5,34.2117424011,113.797775269,-1.78967857361,347.942494781,2,6,5
251,-74.5,327.5,34.2035522461,115.865989685,-1.78969728947,347.958850679,2,6,5
252,-74.5,328.5,34.1963310242,118.739944458,-1.79028105736,347.964744175,2,6,11
253,-74.5,329.5,34.190410614,122.677330017,-1.79139494896,347.970541005,2,6,11
254,-74.5,330.5,34.1867446899,128.158462524,-1.79347574711,347.997594408,2,9,11
255,-74.5,331.5,34.1853523254,135.975067139,-1.79712724686,348.053559126,2,9,11
256,-74.5,332.5,34.1857643127,146.676712036,-1.80344617367,348.111589402,2,9,12
257,-74.5,333.5,34.1869468689,157.236404419,-1.81275486946,348.142899681,2,9,12
258,-73.5,170.5,34.5015449524,136.004959106,-1.75013065338,341.25775509,2,9,11
259,-73.5,171.5,34.491027832,138.5128479,-1.7371969223,341.696340212,2,9,11
260,-73.5,172.5,34.4812202454,133.821426392,-1.71970236301,342.390108339,2,9,11
261,-73.5,173.5,34.4694480896,122.709197998,-1.69723176956,343.256645894,2,6,11
262,-73.5,174.5,34.4542045593,112.517044067,-1.67104125023,344.224770193,2,6,5
263,-73.5,175.5,34.4354400635,96.4221115112,-1.64487946033,345.169487682,2,6,5
264,-73.5,176.5,34.412525177,84.9787216187,-1.63201010227,345.619629519,2,6,5
265,-73.5,177.5,34.3895454407,77.1589584351,-1.6290923357,345.728659512,2,6,5
266,-73.5,178.5,34.3685951233,71.4394989014,-1.62411391735,345.850309544,2,6,5
267,-73.5,179.5,34.3500823975,65.8766326904,-1.62064504623,345.745089913,2,6,5
268,-73.5,180.5,34.3325004578,65.0340194702,-1.63531625271,344.784171349,2,6,5
269,-73.5,181.5,34.3131713867,68.4894332886,-1.67094802856,342.811714662,2,6,5
270,-73.5,182.5,34.2903213501,72.7321090698,-1.71488893032,340.299809651,2,6,5
271,-73.5,183.5,34.2648162842,77.0523986816,-1.75164103508,337.947757785,2,6,5
272,-73.5,184.5,34.2397003174,80.6511001587,-1.77051627636,336.198351844,2,6,5
273,-73.5,185.5,34.2150917053,83.448600769,-1.77798545361,334.887095506,2,6,5
274,-73.5,186.5,34.1912994385,85.3828125,-1.78185498714,333.788879946,2,6,5
275,-73.5,187.5,34.1687774658,86.9505615234,-1.78460848331,332.795758952,2,6,5
276,-73.5,188.5,34.1475143433,88.2631912231,-1.78702795506,331.866409711,2,6,5
277,-73.5,189.5,34.1271591187,89.3471069336,-1.78934633732,330.991085499,2,6,5
278,-73.5,190.5,34.1074371338,90.2459106445,-1.79140210152,330.201152776,2,6,5
279,-73.5,191.5,34.0883216858,90.9750289917,-1.79289591312,329.525717753,2,6,5
280,-73.5,192.5,34.0699195862,91.5050354004,-1.79370284081,328.961249248,2,6,5
281,-73.5,193.5,34.0522537231,91.9010848999,-1.79403448105,328.497913774,2,6,5
282,-73.5,194.5,34.035282135,92.2418670654,-1.79399478436,328.157693499,2,6,5
283,-73.5,195.5,34.0189628601,92.4579620361,-1.79394435883,327.893926059,2,6,5
284,-73.5,196.5,34.0031013489,92.5263137817,-1.79403662682,327.632573199,2,6,5
285,-73.5,197.5,33.9875068665,92.4968643188,-1.79428815842,327.351215036,2,6,5
286,-73.5,198.5,33.9720039368,92.4624176025,-1.79463720322,327.07869991,2,6,5
287,-73.5,199.5,33.9565429688,92.4390182495,-1.79501867294,326.848330922,2,6,5
288,-73.5,200.5,33.9411849976,92.3802490234,-1.79540383816,326.670555019,2,6,5
289,-73.5,201.5,33.9260139465,92.2554931641,-1.79577171803,326.532117679,2,6,5
290,-73.5,202.5,33.9110832214,92.0829391479,-1.79603672028,326.425342265,2,6,5
291,-73.5,203.5,33.8964042664,91.9424133301,-1.79621458054,326.367955781,2,6,5
292,-73.5,204.5,33.8820381165,91.8178482056,-1.79632103443,326.362052532,2,6,5
293,-73.5,205.5,33.8680152893,91.7126083374,-1.79640948772,326.366013245,2,6,5
294,-73.5,206.5,33.8543319702,91.6426315308,-1.79669296741,326.345540223,2,6,5
295,-73.5,207.5,33.8409957886,91.6287307739,-1.79728031158,326.283674732,2,6,5
296,-73.5,208.5,33.8280830383,91.6970291138,-1.7980966568,326.187198841,2,6,5
297,-73.5,209.5,33.8157730103,91.8672409058,-1.79882442951,326.077919785,2,6,5
298,-73.5,210.5,33.8042221069,92.1140975952,-1.79920756817,325.973709245,2,6,5
299,-73.5,211.5,33.7932548523,92.3276062012,-1.79972290993,325.853740029,2,6,5
300,-73.5,212.5,33.7828140259,92.5206375122,-1.80037784576,325.682475336,2,6,5
301,-73.5,213.5,33.7727470398,92.6170883179,-1.80156457424,325.435633367,2,6,5
302,-73.5,214.5,33.7631149292,92.7001495361,-1.80314767361,325.135011245,2,6,5
303,-73.5,215.5,33.7541007996,92.7338256836,-1.80474603176,324.801947684,2,6,5
304,-73.5,216.5,33.7456550598,92.7473297119,-1.80647575855,324.435152952,2,6,5
305,-73.5,217.5,33.7378044128,92.8096008301,-1.80834627151,324.039612502,2,6,5
306,-73.5,218.5,33.7307243347,92.9860839844,-1.81005573273,323.631295272,2,6,5
307,-73.5,219.5,33.7245101929,93.2827224731,-1.81144583225,323.219134612,2,6,5
308,-73.5,220.5,33.7189254761,93.5944366455,-1.81319904327,322.782327477,2,6,5
309,-73.5,221.5,33.7139701843,93.9081039429,-1.81548595428,322.309603801,2,6,5
310,-73.5,222.5,33.7099990845,94.2649154663,-1.81782722473,321.819340497,2,6,5
311,-73.5,223.5,33.7074203491,94.6597518921,-1.81928801537,321.336189832,2,6,5
312,-73.5,224.5,33.7059516907,95.1439743042,-1.82046949863,320.858101512,2,6,5
